,code,name,c_name
2464,600715,文投控股,汽车制造
2465,600741,华域汽车,汽车制造
2466,600742,一汽富维,汽车制造
2467,600760,中航黑豹,汽车制造
2468,600960,渤海活塞,汽车制造
2469,601058,赛轮金宇,汽车制造
2470,601238,广汽集团,汽车制造
2471,601258,庞大集团,汽车制造
2472,601633,长城汽车,汽车制造
2474,601799,星宇股份,汽车制造
2475,601965,中国汽研,汽车制造
2480,603306,华懋科技,汽车制造
2483,000025,特  力Ａ,汽车制造
2486,000550,江铃汽车,汽车制造
2488,000572,海马汽车,汽车制造
2489,000581,威孚高科,汽车制造
2491,000599,青岛双星,汽车制造
2492,000622,恒立实业,汽车制造
2494,000700,模塑科技,汽车制造
2495,000710,天兴仪表,汽车制造
2496,000753,漳州发展,汽车制造
2498,000760,斯太尔,汽车制造
2499,000800,一汽轿车,汽车制造
2500,000868,安凯客车,汽车制造
2501,000927,*ST夏利,汽车制造
2502,000951,中国重汽,汽车制造
2503,000957,中通客车,汽车制造
2504,002013,中航机电,汽车制造
2505,002031,巨轮智能,汽车制造
2506,002048,宁波华翔,汽车制造
2507,002085,万丰奥威,汽车制造
2508,002126,银轮股份,汽车制造
2509,002190,成飞集成,汽车制造
2510,002213,特 尔 佳,汽车制造
2511,002265,西仪股份,汽车制造
2512,002283,天润曲轴,汽车制造
2513,002284,亚太股份,汽车制造
2515,002363,隆基机械,汽车制造
2516,002406,远东传动,汽车制造
2517,002434,万里扬,汽车制造
2518,002454,松芝股份,汽车制造
2519,002488,金固股份,汽车制造
2520,002510,天汽模,汽车制造
2521,002536,西泵股份,汽车制造
2524,002593,日上集团,汽车制造
2525,002594,比亚迪,汽车制造
2526,002602,世纪华通,汽车制造
2528,002625,龙生股份,汽车制造
2530,002703,浙江世宝,汽车制造
2531,002708,光洋股份,汽车制造
2533,002725,跃岭股份,汽车制造
2534,300100,双林股份,汽车制造
2535,300176,鸿特精密,汽车制造
2536,300258,精锻科技,汽车制造
2537,300304,云意电气,汽车制造
2538,300375,鹏翎股份,汽车制造
2540,600337,美克家居,家具行业
2541,600978,宜华木业,家具行业
2542,603008,喜临门,家具行业
2547,002084,海鸥卫浴,家具行业
2548,002120,新海股份,家具行业
2549,002240,威华股份,家具行业
2550,002259,升达林业,家具行业
2551,002489,浙江永强,家具行业
2552,002572,索菲亚,家具行业
2553,002631,德尔未来,家具行业
2554,002718,友邦吊顶,家具行业
2556,600096,云天化,农药化肥
2557,600226,升华拜克,农药化肥
2558,600227,赤天化,农药化肥
2559,600230,*ST沧大,农药化肥
2560,600389,江山股份,农药化肥
2561,600423,柳化股份,农药化肥
2562,600426,华鲁恒升,农药化肥
2563,600470,六国化工,农药化肥
2565,600538,国发股份,农药化肥
2566,600596,新安股份,农药化肥
2567,600691,*ST阳化,农药化肥
2568,600727,鲁北化工,农药化肥
2569,600731,湖南海利,农药化肥
2571,600803,新奥股份,农药化肥
2573,000155,*ST川化,农药化肥
2576,000553,沙隆达Ａ,农药化肥
2578,000792,盐湖股份,农药化肥
2580,000902,新洋丰,农药化肥
2581,000912,泸天化,农药化肥
2583,000953,河池化工,农药化肥
2587,002170,芭田股份,农药化肥
2588,002215,诺 普 信,农药化肥
2590,002274,华昌化工,农药化肥
2591,002391,长青股份,农药化肥
2592,002470,金正大,农药化肥
2595,002538,司尔特,农药化肥
2597,002588,史丹利,农药化肥
2600,300261,雅本化学,农药化肥
2601,600054,黄山旅游,酒店旅游
2602,600138,中青旅,酒店旅游
2603,600258,首旅酒店,酒店旅游
2604,600358,国旅联合,酒店旅游
2605,600555,海航创新,酒店旅游
2606,600593,大连圣亚,酒店旅游
2607,600640,号百控股,酒店旅游
2608,600706,曲江文旅,酒店旅游
2609,600749,西藏旅游,酒店旅游
2610,600754,锦江股份,酒店旅游
2611,601007,金陵饭店,酒店旅游
2612,601888,中国国旅,酒店旅游
2613,603099,长白山,酒店旅游
2616,000007,全新好,酒店旅游
2617,000069,华侨城Ａ,酒店旅游
2618,000428,华天酒店,酒店旅游
2619,000430,张家界,酒店旅游
2620,000524,岭南控股,酒店旅游
2621,000610,西安旅游,酒店旅游
2624,000802,北京文化,酒店旅游
2625,000888,峨眉山Ａ,酒店旅游
2626,000978,桂林旅游,酒店旅游
2627,002033,丽江旅游,酒店旅游
2628,002059,云南旅游,酒店旅游
2629,002159,三特索道,酒店旅游
2630,002186,全 聚 德,酒店旅游
2631,002306,*ST云网,酒店旅游
2632,002558,世纪游轮,酒店旅游
2633,002707,众信旅游,酒店旅游
2634,300144,宋城演艺,酒店旅游
2635,300178,腾邦国际,酒店旅游
2637,600318,新力金融,水泥行业
2638,600425,青松建化,水泥行业
2639,600449,宁夏建材,水泥行业
2640,600539,*ST狮头,水泥行业
2641,600585,海螺水泥,水泥行业
2642,600668,尖峰集团,水泥行业
2643,600678,四川金顶,水泥行业
2644,600720,祁连山,水泥行业
2645,600801,华新水泥,水泥行业
2646,600802,福建水泥,水泥行业
2647,600881,亚泰集团,水泥行业
2648,600883,博闻科技,水泥行业
2649,601992,金隅股份,水泥行业
2650,000401,冀东水泥,水泥行业
2651,000546,金圆股份,水泥行业
2652,000672,上峰水泥,水泥行业
2653,000789,万年青,水泥行业
2654,000877,天山股份,水泥行业
2655,000885,同力水泥,水泥行业
2656,000935,四川双马,水泥行业
2657,002233,塔牌集团,水泥行业
2658,002302,西部建设,水泥行业
2659,002346,柘中股份,水泥行业
2660,002619,巨龙管业,水泥行业
2661,600058,五矿发展,物资外贸
2662,600120,浙江东方,物资外贸
2663,600128,弘业股份,物资外贸
2664,600153,建发股份,物资外贸
2665,600241,时代万恒,物资外贸
2666,600247,*ST成城,物资外贸
2667,600250,南纺股份,物资外贸
2668,600278,东方创业,物资外贸
2669,600287,江苏舜天,物资外贸
2670,600382,广东明珠,物资外贸
2671,600500,中化国际,物资外贸
2673,600704,物产中大,物资外贸
2674,600739,辽宁成大,物资外贸
2675,600755,厦门国贸,物资外贸
2676,600822,上海物贸,物资外贸
2678,600981,汇鸿集团,物资外贸
2679,000151,中成股份,物资外贸
2681,002091,江苏国泰,物资外贸
2682,600099,林海股份,摩托车
2683,600877,中国嘉陵,摩托车
2685,603766,隆鑫通用,摩托车
2688,600210,紫江企业,印刷包装
2689,600836,界龙实业,印刷包装
2691,601515,东风股份,印刷包装
2695,000812,陕西金叶,印刷包装
2696,002117,东港股份,印刷包装
2697,002191,劲嘉股份,印刷包装
2698,002228,合兴包装,印刷包装
2701,002400,省广股份,印刷包装
2702,002599,盛通股份,印刷包装
2707,300071,华谊嘉信,印刷包装
2711,600690,青岛海尔,家电行业
2712,600839,四川长虹,家电行业
2714,600870,厦华电子,家电行业
2715,600983,惠而浦,家电行业
2716,603366,日出东方,家电行业
2718,000016,深康佳Ａ,家电行业
2719,000100,TCL 集团,家电行业
2721,000418,小天鹅Ａ,家电行业
2722,000521,美菱电器,家电行业
2723,000533,万 家 乐,家电行业
2724,000541,佛山照明,家电行业
2725,000651,格力电器,家电行业
2726,000921,海信科龙,家电行业
2728,002032,苏 泊 尔,家电行业
2729,002035,华帝股份,家电行业
2730,002076,雪 莱 特,家电行业
2731,002242,九阳股份,家电行业
2732,002260,德奥通航,家电行业
2733,002290,禾盛新材,家电行业
2734,002403,爱仕达,家电行业
2735,002429,兆驰股份,家电行业
2737,002508,老板电器,家电行业
2738,002543,万和电气,家电行业
2739,002668,奥马电器,家电行业
2740,002677,浙江美大,家电行业
2741,002681,奋达科技,家电行业
2742,002705,新宝股份,家电行业
2743,002723,金莱特,家电行业
